"","PID","content","created_at","nick_name","authentication","brief_introduction","city","tweets_num","vip_level","Vtag","Account","fans_num","follows_num","gender","labels","province","sentiment","sex_orientation","user_id","crawl_time_x","like_num","repost_num","comment_num","origin_weibo","geo_info","birthday"
"30","w_80168","武汉人民高兴一下怎么了？战胜了疫情，武汉人民高兴的权利和自由都没有了吗？方方们有何权力剥夺武汉人民高兴的权利和自由？中国战胜了疫情，方方们不高兴吗？我们中国人民很高兴，我们也知道你们不高兴，那又怎么了！你以为你是谁？#特朗普宣称中国死亡人数比美国多得多# 你敢怼一下不？...全文转发理由:就喜欢听……哦不是，是看李爷的打脸贴！那啪啪啪的，贼响！@方方，你脸还在么？[害羞][害羞][允悲][允悲]",2020-09-09 00:44:00,"彼得大帝50A",NA,NA,NA,3813,"1级",NA,NA,374,691,"男","摄影,A股,媒体","北京",NA,NA,"c4b765318ccf6830",1608820178,0,0,0,"Jjg0XrSTs",NA,NA
"31","w_27827","美国没想到！开始崩溃了，单日新增13919例，特朗普还是不愿意向我们低头。目前只有中国的口罩有富余，而且产能惊人，美国宁可向韩国求助，特朗普也不轻易道歉。面对这种形势，韩国向我国采购1亿只口罩，库克全球凑到了1000万只，而马斯克目前还没生产呼吸机，1255台呼吸机还是从中国采购的。而且口罩原材料和医疗药品都需要从中国进口。大难临头的情况下，全球没有一个国家能够解救美国于水火，只有中国可以，中国科技企业被卡脖子久矣，如今他们也被紧急物资锁住了咽喉，这就让他们既难受又尴尬。#美国新冠病毒感染病例超过10万#转发理由:自媒体如同失足啊，毫无节操。",2020-03-28 23:02:00,"开瓶83年的陈酿矿泉水",NA,NA,NA,98,"未开通",NA,NA,483,281,"男",NA,"西藏",NA,NA,"a304f7cf06d4613a",1588015311,1,0,0,"IAG4Bc4wm",NA,"1984-09-17"
"32","w_67544","【特朗普：真奇怪，病毒在中国没传开[疑问]】近日，美国总统特朗普接受采访时称：“疫情在武汉暴发，传到了欧洲，传到了美国，传遍了世界，却无法传遍中国？这事可真奇怪。”在采访中，特朗普依然坚持指责中国，还把疫情对美国经济的冲击也归咎于此。截至目前，#美国新冠肺炎感染人数超185万#。 转发理由:哇 好奇怪哦//@回忆专用小马甲:可真奇怪呢//@花生了丁:真奇怪//@老八厂长:不会吧不会吧[吃惊]//@江宁婆婆:我们怎么做的早就告诉你们了，你们听了吗？别的都不用提，就口罩，现在都戴了吗[挖鼻]//@重工组长于彦舒:没道理啊//@China_竹叶青:是挺奇怪的！",2020-06-05 00:15:00,"子煦N",NA,"一定会到来的幸福",NA,3745,"3级",NA,NA,1542,781,"男",NA,"广东",NA,NA,"8316ba8cd3052d64",1609051724,0,1,0,"J57ci3bfI",NA,"2000-06-21"
"33","w_19867","【特朗普发推：新冠病毒传播不是亚裔的错】当地时间3月23日，美国总统#特朗普发推呼吁保护亚裔群体#，他表示新冠病毒不是亚裔美国公民的错，他们是很棒的人。@澎湃新闻 视频-特朗普称病毒传播不是亚裔美国人的错 网友：那难道是亚裔中国人的错？ 转发理由:现在才发现亚裔有选票了[费解][费解][费解]",2020-03-24 11:00:00,"saeeyi",NA,"学会一个人的生活，自己养活自己","黄浦区",7370,"未开通",NA,NA,69,490,"女",NA,"上海",NA,NA,"93e09a2f9dc46b18",1590193547,0,0,0,"IA3CHiH7K",NA,NA
"34","w_59175","【人民网评：七问美国政客，甘为病毒帮凶不羞耻吗？】中世纪的黑死病曾夺去三分之一欧洲人的生命。当时人们在瘟疫恐慌下会做两件事，一是一起跳死亡之舞，二是谴责犹太人带来病毒。今天这种情形似乎又回来了，只不过美国政客把攻击的对象换成了中国人。为了赢得今年的大选，为了推卸应付的责任，美国政...全文转发理由:美媒重磅曝光：特朗普故意让疫情爆发，后台是三大财团！ 民兵智库  1周前",2020-05-14 08:57:00,"日月生辉的春天",NA,NA,"青岛",8593,"未开通",NA,NA,511,764,"男","青岛生活","山东",NA,NA,"dce1cba9133c79c0",1608904084,0,0,0,"J1HyZADzx",NA,"1970-01-01"
"35","w_50293","#cnn主持人梳理特朗普变脸时间线# #全球在抗疫# 【CNN主播回顾特朗普“变脸”】美国有线电视新闻网也注意到，特朗普的态度实际上随着疫情走势在不断“变脸”。2个月前，特朗普还在赞扬中国抗疫、和中国紧密合作，如今却态度180度转弯，在多个场合污名化中国、指责中国隐瞒疫情，详情请看报道。  http://t.cn/A6wDCUFy转发理由:这个主持人，有良心，是这个职业中的好榜样[鲜花]",2020-04-26 19:04:00,"艳妮_56505",NA,"热爱购物，热爱艺术，热爱和平","中西区",4887,"未开通",NA,NA,1974,249,"女","旅游,美食,文艺","香港",NA,NA,"5caa3cd72da7fa8e",1590884928,0,0,0,"IEWMdfBIX",NA,NA
"36","w_23989","疫情期间美国总统特朗普的惊人语录：  1. 特朗普24日称车祸死的人远多于新冠肺炎死亡，难道我们就不开车了？考虑在4月中旬以前放松防疫措施。  2.特朗普面对记者的追问说：你就是一个可怕的记者，问题令人讨厌，你是反美国人民的！  3. 特朗普面对新增破万，怒吼记者：我才是美国总统，我花了几十亿才当上！  4.3月初，特朗普说，美国确诊患者这么少都是我的功劳！  5. 3月初特朗普面对美股大跌，告诉美国民众，不要怕，不检测就没有病毒。  6. 面对美国天天创纪录的新增，特朗普表示：将敦促美国企业尽快复工，宜早不宜迟！  7. 推特不会关闭中国账户，上阵父子兵，特朗普的儿子说：推特成为了中国政府的宣传工具。  任性的总统会将美国推向何方？最新的数据，美国累计确诊病例达53268例 单日新增确诊数破万！ #新冠病毒排毒时间比SARS和流感更长##世卫组织称新冠肺炎大流行呈加速传播#转发理由:搞不懂 照他的逻辑 车祸会传染[费解]",2020-03-26 09:07:00,"修炼成仙呗",NA,"不骄不躁 宠辱不惊","闵行区",206,"未开通",NA,NA,105,462,"女","旅游,读书分享","上海",NA,NA,"1faa6cbf866c48ce",1587799858,0,0,0,"IAet8zj2X",NA,"1991-06-21"
"37","w_14929","一个预测不一定准。老胡也许会这样说： 1、中国疫苗研发破纪录，虽然还未成功，但已经走在世界前列。 2、中国疫情接近尾声，疫苗更多是提供给其他疫情国，防止病毒进一步扩散。 3、美国疫苗雷声大雨点小，特朗普政府用假新闻稳定美国局势，建议美国取消研发，直接向中国购买。 转发理由:比老胡还老胡...让老胡无话可说",2020-03-21 15:17:00,"何天琦1998",NA,"长沙市第一中学 东北师范大学  现为政治学本科生，不断努力中......比较喜欢政治学、历史学和哲学吧！",NA,140,"1级",NA,NA,149,192,"男","星球大战,电影迷,上网","湖南",NA,NA,"906f1a82cb5866ca",1590417942,0,0,0,"IzDos7O7l",NA,"01-01"
"38","w_49574","#美国新冠肺炎死亡病例超5万#【突发】4月24日，纽约州州长科莫：新冠病毒并非来自中国，而是来自欧洲。  科莫称，研究显示，这种新型冠状病毒的毒株首先从欧洲进入纽约州，而不是中国。他还说，特朗普颁布的旅行禁令太晚，无法阻止这种病毒的蔓延。   其实，这种说法还是要理好时间线才行，不然的话，即使说美国的病毒来自欧洲，最后欧洲这边还是要甩锅给中国。  还有，随着加州对“美国是病毒的发源地”的说法的调查越来越深入，这也是转移视线的一种方式。   http://t.cn/A6weKumT http://t.cn/R2WxSE3转发理由:转发微博",2020-04-25 19:03:00,"运城捣怂","灌排工程工 搞笑幽默博主","微信搜索:New捣怂，不怕你不会就怕你不来，人人都可以参与的微电影。",NA,6448,"未开通","V","celebrity",58855,183,"男","房产,新闻趣事,职场招聘","山西",NA,"异性恋","0fe4e826ca46d906",1590929511,0,0,0,"IEVhIkpg3",NA,"射手座"
"39","w_49542","【#特朗普被曝欠中国银行巨额债务#，2022年到期】美国大选临近，即便疫情当前，特朗普和拜登依旧针锋相对，把中国议题当作选举筹码互相抹黑。但就在双方相互抨击“对华软弱”时，媒体发现特朗普和拜登都在和中国做生意。当地时间4月24日，美国政治新闻网“Politico”（欧洲版）报道称，在指责拜登之子与中资合作后，特朗普被发现欠了中国银行数千万美元。这笔欠款将在2022年到期。（文章来源：观察者网）http://t.cn/A6wkVZgX转发理由:？？？[疑问]",2020-04-25 18:43:00,"洛洛瑶瑶l",NA,"似是天仙狂醉，乱把白云揉碎。","呼和浩特",3839,"1级",NA,NA,174,1593,"女",NA,"内蒙古",NA,NA,"30caf02d1f0fb207",1590470805,0,0,0,"IEYNLFE7i",NA,"摩羯座"
"40","w_67782","【特朗普：真奇怪，病毒在中国没传开[疑问]】近日，美国总统特朗普接受采访时称：“疫情在武汉暴发，传到了欧洲，传到了美国，传遍了世界，却无法传遍中国？这事可真奇怪。”在采访中，特朗普依然坚持指责中国，还把疫情对美国经济的冲击也归咎于此。截至目前，#美国新冠肺炎感染人数超185万#。 转发理由:琳琳真的不懂呢（梦圆梦语）//@回忆专用小马甲:可真奇怪呢//@花生了丁:真奇怪//@老八厂长:不会吧不会吧[吃惊]//@江宁婆婆:我们怎么做的早就告诉你们了，你们听了吗？别的都不用提，就口罩，现在都戴了吗[挖鼻]//@重工组长于彦舒:没道理啊//@China_竹叶青:是挺奇怪的！",2020-06-05 01:21:00,"我话几就几莫唧唧歪歪",NA,"恭喜发财，心想事成","江门",362,"1级",NA,NA,476,318,"女",NA,"广东",NA,NA,"92a4f0cca13c3d04",1608886642,0,0,2,"J57ci3bfI",NA,"2016-01-15"
"41","w_24809","【美国要求安理会决议明确写入“新冠病毒源于中国”遭到拒绝】据美国福克斯新闻网报道，美国特朗普政府要求联合国安理会在有关新冠病毒的决议中增加措辞，明确写入“新冠病毒起源于中国”，但遭到拒绝。美国NBC新闻报道说，美国在各国代表传阅的各种草案和编辑文件中，一直试图加入“新冠病毒来源于中国湖北省武汉市”的类似措辞。另一份美国提出的草案则鼓励联合国借鉴过去的经验教训，“特别是从2011年（原文如此）起源于中国广东省的严重急性呼吸系统综合征冠状病毒（SARS-CoV）爆发中汲取的教训”。一位了解相关讨论的美国外交官说，在蓬佩奥的支持下，美国国家安全委员会已指示美国驻联合国代表团使用这种语言。http://t.cn/A6ZUPShF #美国要求安理会决议明确写入新冠病毒源于中国#转发理由:这是心虚了，知道自己作的孽，得赶紧找个替罪羊。政府还得在国际舆论场展开反击。俗话说谎言重复千遍就成了真理了。何况美国政府行为污蔑中国。还得展开对美国的调查。",2020-03-27 14:12:00,"湖西人家",NA,NA,"济南",720,"未开通",NA,NA,430,390,"男","济南生活","山东",NA,NA,"c7fb318fb740f161",1590732134,0,0,0,"IAxCPtdRH",NA,NA
"42","w_30538","【#特朗普被美媒记者灵魂质问# 当场发飙：你的问题真的很恶心】当地时间3月30日，#美国新冠肺炎患者超16万#，死亡2956例，治愈5595例。特朗普出席白宫记者会，美国有线电视新闻网（CNN）记者的提问再次激怒了特朗普。CNN记者列举了一连串，特朗普自从新冠肺炎疫情发生以来说过的“大话”。并质问特朗普什么时候才能和民众说明真实情况。特朗普用一连串回应怒怼CNN记者，并表示：你刚才问的问题真的很恶心。http://t.cn/A6ZXh24U转发理由://@nooooo-one:哈哈哈哈哈哈哈哈哈哈哈//@桑先生__:病毒: 我回到美国一下飞机，就震惊了，这里的空气是如此乡甜，不像在中国，人们都带5个口罩，恶劣的环境让我无法生存。这里充满了自由的气息，热情奔放的人们，感谢伟大的川普总统，在我危难之际拯救了我，我非常想报答他，只有它最懂我。",2020-03-31 14:01:00,"从小丘西行百二十步就是我家",NA,"转发抽奖都是假的！骗人的！！",NA,4917,"未开通",NA,NA,191,803,"女",NA,"其他",NA,NA,"a0ca7124ea54df1c",1587892020,0,0,0,"IB6N5gWl2",NA,"1900-11-30"
"43","w_2365","现在一大堆外国网友已经十分确定：新型冠状病毒就是来自于美军生物武器实验室，德特里克堡，不但是人造的，还是泄露的，因为还没研制好“解药”，所以美国政府欺瞒了美国所有公民，隐瞒了疫情，还欺骗了世界！这个病毒叫“美国肺炎”或者“德特里克堡病毒”似乎比“COVID19”更为合理，邱香果及家人失踪、加拿大实验室创始人暴毙、特朗普拼命制止检测、美国防疫小组统一口径等等疑案也就都有了非常合理的解释！中国的牧洋犬们现在要不要改口，自己赶快考虑一下！转发理由:大片//@特蕾茜Tracy:[吃瓜][吃瓜]//@oO珊瑚舞Oo:[吃瓜][doge]//@小柒xQueen: 大片",2020-03-12 15:36:00,"我家里没地我也不傻",NA,"万事无趣，但你有趣。",NA,15411,"4级",NA,NA,171,185,"女","名人明星,校园生活","香港",NA,NA,"c43711882de2446b",1587868305,0,1,0,"Iy9DL5D7s",NA,"1985-11-21"
"44","w_34971","世卫组织官员否认该组织以中国为中心，称冠状病毒疫情大流行的严重时刻不是削减经费的时候。此前，美国总统特朗普说，世卫在新冠病毒疫情爆发期间发出了不好的建议，他将暂停给世卫的资助。美国是世卫组织最大的捐助国，2019年向该组织的捐款超过4亿美元。相比之下，中国同期的捐款为4400万美元。 转发理由:转发微博",2020-04-08 20:55:00,"樵夫二世",NA,NA,"兰州",983,"未开通",NA,NA,278,2084,"男",NA,"甘肃",NA,NA,"0ad25d338a7553aa",1587948080,0,0,0,"ICplzbvVj",NA,NA
